State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Himachal Pradesh,KULLU,2004,Kharif,Maize,16516,39319
Himachal Pradesh,KULLU,2005,Kharif,Maize,16369,42962
Himachal Pradesh,KULLU,2006,Kharif,Maize,16352,48065
Himachal Pradesh,KULLU,2007,Kharif,Maize,16356,49765
Himachal Pradesh,KULLU,2008,Kharif,Maize,16683,44965
Himachal Pradesh,KULLU,2010,Kharif,Maize,16855,39493
Himachal Pradesh,LAHUL AND SPITI,1998,Kharif,Maize,35,77
Himachal Pradesh,LAHUL AND SPITI,1999,Kharif,Maize,34,77
Himachal Pradesh,LAHUL AND SPITI,2000,Kharif,Maize,38,87
Himachal Pradesh,LAHUL AND SPITI,2001,Kharif,Maize,42,107
Himachal Pradesh,LAHUL AND SPITI,2002,Kharif,Maize,49,79
Himachal Pradesh,LAHUL AND SPITI,2003,Kharif,Maize,62,152
Himachal Pradesh,LAHUL AND SPITI,2004,Kharif,Maize,64,136
Himachal Pradesh,LAHUL AND SPITI,2005,Kharif,Maize,85,156
Himachal Pradesh,LAHUL AND SPITI,2006,Kharif,Maize,46,107
Himachal Pradesh,LAHUL AND SPITI,2007,Kharif,Maize,34,77
Himachal Pradesh,LAHUL AND SPITI,2008,Kharif,Maize,22,50
Himachal Pradesh,LAHUL AND SPITI,2010,Kharif,Maize,19,43
Himachal Pradesh,MANDI,1998,Kharif,Maize,48633,135506
Himachal Pradesh,MANDI,1999,Kharif,Maize,47118,137251
Himachal Pradesh,MANDI,2000,Kharif,Maize,48487,135122
Himachal Pradesh,MANDI,2001,Kharif,Maize,48758,151635
Himachal Pradesh,MANDI,2002,Kharif,Maize,48681,101153
Himachal Pradesh,MANDI,2003,Kharif,Maize,46668,155524
Himachal Pradesh,MANDI,2004,Kharif,Maize,46517,131179
Himachal Pradesh,MANDI,2005,Kharif,Maize,47095,114692
Himachal Pradesh,MANDI,2006,Kharif,Maize,47977,145093
Himachal Pradesh,MANDI,2007,Kharif,Maize,45610,125909
Himachal Pradesh,MANDI,2008,Kharif,Maize,48346,134051
Himachal Pradesh,MANDI,2010,Kharif,Maize,48952,124752
Himachal Pradesh,SHIMLA,1998,Kharif,Maize,17284,38356
Himachal Pradesh,SHIMLA,1999,Kharif,Maize,16685,38442
Himachal Pradesh,SHIMLA,2000,Kharif,Maize,16017,32736
Himachal Pradesh,SHIMLA,2001,Kharif,Maize,15224,40408
Himachal Pradesh,SHIMLA,2002,Kharif,Maize,13642,20495
Himachal Pradesh,SHIMLA,2003,Kharif,Maize,14844,43322
Himachal Pradesh,SHIMLA,2004,Kharif,Maize,13896,33612
Himachal Pradesh,SHIMLA,2005,Kharif,Maize,13055,32415
Himachal Pradesh,SHIMLA,2006,Kharif,Maize,12925,24010
Himachal Pradesh,SHIMLA,2007,Kharif,Maize,12628,23101
Himachal Pradesh,SHIMLA,2008,Kharif,Maize,11468,24821
Himachal Pradesh,SHIMLA,2010,Kharif,Maize,10346,22282
Himachal Pradesh,SIRMAUR,1998,Kharif,Maize,25084,71940
Himachal Pradesh,SIRMAUR,1999,Kharif,Maize,24337,77137
Himachal Pradesh,SIRMAUR,2000,Kharif,Maize,24026,69547
Himachal Pradesh,SIRMAUR,2001,Kharif,Maize,23398,69392
Himachal Pradesh,SIRMAUR,2002,Kharif,Maize,23062,53665
Himachal Pradesh,SIRMAUR,2003,Kharif,Maize,22563,65866
Himachal Pradesh,SIRMAUR,2004,Kharif,Maize,23610,48402
Himachal Pradesh,SIRMAUR,2005,Kharif,Maize,22864,61279
Himachal Pradesh,SIRMAUR,2006,Kharif,Maize,22589,73644
Himachal Pradesh,SIRMAUR,2007,Kharif,Maize,22136,63196
Himachal Pradesh,SIRMAUR,2008,Kharif,Maize,22188,60676
Himachal Pradesh,SIRMAUR,2010,Kharif,Maize,21336,72075
Himachal Pradesh,SOLAN,1998,Kharif,Maize,23957,64057
Himachal Pradesh,SOLAN,1999,Kharif,Maize,24189,52319
Himachal Pradesh,SOLAN,2000,Kharif,Maize,24421,49620
Himachal Pradesh,SOLAN,2001,Kharif,Maize,24406,57521
Himachal Pradesh,SOLAN,2002,Kharif,Maize,23778,38634
Himachal Pradesh,SOLAN,2003,Kharif,Maize,22499,46603
Himachal Pradesh,SOLAN,2004,Kharif,Maize,22852,40291
Himachal Pradesh,SOLAN,2005,Kharif,Maize,21777,36402
Himachal Pradesh,SOLAN,2006,Kharif,Maize,22361,48440
Himachal Pradesh,SOLAN,2007,Kharif,Maize,22615,53474
Himachal Pradesh,SOLAN,2008,Kharif,Maize,22733,54760
Himachal Pradesh,SOLAN,2010,Kharif,Maize,23961,58481
Himachal Pradesh,UNA,1998,Kharif,Maize,28084,52574
Himachal Pradesh,UNA,1999,Kharif,Maize,29518,61919
Himachal Pradesh,UNA,2000,Kharif,Maize,28219,52233
Himachal Pradesh,UNA,2001,Kharif,Maize,27372,56737
Himachal Pradesh,UNA,2002,Kharif,Maize,29149,43278
Himachal Pradesh,UNA,2003,Kharif,Maize,29938,72057
Himachal Pradesh,UNA,2004,Kharif,Maize,30233,64815
Himachal Pradesh,UNA,2005,Kharif,Maize,30672,50489
Himachal Pradesh,UNA,2006,Kharif,Maize,30828,65524
Himachal Pradesh,UNA,2007,Kharif,Maize,30939,72378
Himachal Pradesh,UNA,2008,Kharif,Maize,31168,66444
Himachal Pradesh,UNA,2010,Kharif,Maize,30697,62105
Jammu and Kashmir,ANANTNAG,1997,Kharif,Maize,21291,19100
Jammu and Kashmir,ANANTNAG,1999,Kharif,Maize,22099,12830
Jammu and Kashmir,ANANTNAG,2000,Kharif,Maize,25686,31810
Jammu and Kashmir,ANANTNAG,2001,Kharif,Maize,23725,23820
Jammu and Kashmir,ANANTNAG,2002,Kharif,Maize,23723,18520
Jammu and Kashmir,ANANTNAG,2003,Kharif,Maize,21659,28660
Jammu and Kashmir,ANANTNAG,2004,Kharif,Maize,21172,20320
Jammu and Kashmir,ANANTNAG,2005,Kharif,Maize,20849,23500
Jammu and Kashmir,ANANTNAG,2007,Kharif,Maize,12566,18940
Jammu and Kashmir,ANANTNAG,2014,Kharif,Maize,11761,13768
Jammu and Kashmir,BADGAM,1997,Kharif,Maize,12876,6800
Jammu and Kashmir,BADGAM,1999,Kharif,Maize,14164,7030
Jammu and Kashmir,BADGAM,2000,Kharif,Maize,16317,13080
Jammu and Kashmir,BADGAM,2001,Kharif,Maize,15621,9110
Jammu and Kashmir,BADGAM,2002,Kharif,Maize,14803,8030
Jammu and Kashmir,BADGAM,2003,Kharif,Maize,16187,24840
Jammu and Kashmir,BADGAM,2004,Kharif,Maize,16057,9380
Jammu and Kashmir,BADGAM,2005,Kharif,Maize,16619,10280
Jammu and Kashmir,BADGAM,2007,Kharif,Maize,12012,10590
Jammu and Kashmir,BADGAM,2014,Kharif,Maize,10936,13593
Jammu and Kashmir,BANDIPORA,2007,Kharif,Maize,5144,4870
Jammu and Kashmir,BANDIPORA,2014,Kharif,Maize,4927,3980
Jammu and Kashmir,BARAMULLA,1997,Kharif,Maize,25193,19100
Jammu and Kashmir,BARAMULLA,1999,Kharif,Maize,30548,12560
Jammu and Kashmir,BARAMULLA,2000,Kharif,Maize,32436,25220
Jammu and Kashmir,BARAMULLA,2001,Kharif,Maize,29533,19610
Jammu and Kashmir,BARAMULLA,2002,Kharif,Maize,28126,24010
Jammu and Kashmir,BARAMULLA,2003,Kharif,Maize,28143,25980
Jammu and Kashmir,BARAMULLA,2004,Kharif,Maize,28896,23280
Jammu and Kashmir,BARAMULLA,2005,Kharif,Maize,28981,28380
Jammu and Kashmir,BARAMULLA,2007,Kharif,Maize,22199,21020
Jammu and Kashmir,BARAMULLA,2014,Kharif,Maize,21993,29243
Jammu and Kashmir,DODA,1997,Kharif,Maize,48194,78500
Jammu and Kashmir,DODA,1999,Kharif,Maize,49835,37770
Jammu and Kashmir,DODA,2000,Kharif,Maize,51730,61820
Jammu and Kashmir,DODA,2001,Kharif,Maize,50959,64760
Jammu and Kashmir,DODA,2002,Kharif,Maize,51566,28530
Jammu and Kashmir,DODA,2003,Kharif,Maize,52051,89040
Jammu and Kashmir,DODA,2004,Kharif,Maize,51071,45810
Jammu and Kashmir,DODA,2005,Kharif,Maize,50954,56820
Jammu and Kashmir,DODA,2007,Kharif,Maize,25281,28850
Jammu and Kashmir,DODA,2014,Kharif,Maize,25808,28397
Jammu and Kashmir,GANDERBAL,2007,Kharif,Maize,3397,3940
Jammu and Kashmir,GANDERBAL,2014,Kharif,Maize,3375,2484
Jammu and Kashmir,JAMMU,1997,Kharif,Maize,26766,41900
Jammu and Kashmir,JAMMU,1999,Kharif,Maize,20884,33480
Jammu and Kashmir,JAMMU,2000,Kharif,Maize,20994,32780
Jammu and Kashmir,JAMMU,2001,Kharif,Maize,20950,37640
Jammu and Kashmir,JAMMU,2002,Kharif,Maize,20870,38740
Jammu and Kashmir,JAMMU,2003,Kharif,Maize,16627,28630
Jammu and Kashmir,JAMMU,2004,Kharif,Maize,17251,28350
Jammu and Kashmir,JAMMU,2005,Kharif,Maize,19705,31500
Jammu and Kashmir,JAMMU,2007,Kharif,Maize,11275,17560
Jammu and Kashmir,JAMMU,2014,Kharif,Maize,10961,13306
Jammu and Kashmir,KARGIL,2007,Kharif,Maize,4,10
Jammu and Kashmir,KATHUA,1997,Kharif,Maize,15893,28900
Jammu and Kashmir,KATHUA,1999,Kharif,Maize,15122,33600
Jammu and Kashmir,KATHUA,2000,Kharif,Maize,16233,40240
Jammu and Kashmir,KATHUA,2001,Kharif,Maize,15660,37660
Jammu and Kashmir,KATHUA,2002,Kharif,Maize,19223,34090
Jammu and Kashmir,KATHUA,2003,Kharif,Maize,19474,48100
Jammu and Kashmir,KATHUA,2004,Kharif,Maize,19539,47910
Jammu and Kashmir,KATHUA,2005,Kharif,Maize,19578,38720
Jammu and Kashmir,KATHUA,2007,Kharif,Maize,21305,44170
Jammu and Kashmir,KATHUA,2014,Kharif,Maize,18852,27663
Jammu and Kashmir,KISHTWAR,2007,Kharif,Maize,11962,13650
Jammu and Kashmir,KISHTWAR,2014,Kharif,Maize,12582,6217
Jammu and Kashmir,KULGAM,2007,Kharif,Maize,4928,7430
Jammu and Kashmir,KULGAM,2014,Kharif,Maize,3247,1022
Jammu and Kashmir,KUPWARA,1997,Kharif,Maize,21774,12100
Jammu and Kashmir,KUPWARA,1999,Kharif,Maize,23651,4510
Jammu and Kashmir,KUPWARA,2000,Kharif,Maize,24096,18050
Jammu and Kashmir,KUPWARA,2001,Kharif,Maize,23788,17670
Jammu and Kashmir,KUPWARA,2002,Kharif,Maize,23788,20910
Jammu and Kashmir,KUPWARA,2003,Kharif,Maize,23741,21550
Jammu and Kashmir,KUPWARA,2004,Kharif,Maize,23533,23400
Jammu and Kashmir,KUPWARA,2005,Kharif,Maize,25288,29610
Jammu and Kashmir,KUPWARA,2007,Kharif,Maize,24730,23064
Jammu and Kashmir,KUPWARA,2014,Kharif,Maize,18088,15587
Jammu and Kashmir,POONCH,1997,Kharif,Maize,23674,46200
Jammu and Kashmir,POONCH,1999,Kharif,Maize,23781,79880
Jammu and Kashmir,POONCH,2000,Kharif,Maize,23681,67860
Jammu and Kashmir,POONCH,2001,Kharif,Maize,23874,58580
Jammu and Kashmir,POONCH,2002,Kharif,Maize,23909,59820
Jammu and Kashmir,POONCH,2003,Kharif,Maize,24020,46810
Jammu and Kashmir,POONCH,2004,Kharif,Maize,23621,50860
Jammu and Kashmir,POONCH,2005,Kharif,Maize,23728,47550
Jammu and Kashmir,POONCH,2007,Kharif,Maize,23712,42520
Jammu and Kashmir,POONCH,2014,Kharif,Maize,23827,37050
Jammu and Kashmir,PULWAMA,1997,Kharif,Maize,9620,9900
Jammu and Kashmir,PULWAMA,1999,Kharif,Maize,10724,6600
Jammu and Kashmir,PULWAMA,2000,Kharif,Maize,11581,9210
Jammu and Kashmir,PULWAMA,2001,Kharif,Maize,12564,10970
Jammu and Kashmir,PULWAMA,2002,Kharif,Maize,12559,9760
Jammu and Kashmir,PULWAMA,2003,Kharif,Maize,10073,12270
Jammu and Kashmir,PULWAMA,2004,Kharif,Maize,11650,13600
Jammu and Kashmir,PULWAMA,2005,Kharif,Maize,10678,7380
Jammu and Kashmir,PULWAMA,2007,Kharif,Maize,5509,5050
Jammu and Kashmir,PULWAMA,2014,Kharif,Maize,5076,4348
Jammu and Kashmir,RAJAURI,1997,Kharif,Maize,44683,80800
Jammu and Kashmir,RAJAURI,1999,Kharif,Maize,44892,116470
Jammu and Kashmir,RAJAURI,2000,Kharif,Maize,45048,120310
Jammu and Kashmir,RAJAURI,2001,Kharif,Maize,46264,136310
Jammu and Kashmir,RAJAURI,2002,Kharif,Maize,45759,118470
Jammu and Kashmir,RAJAURI,2003,Kharif,Maize,43905,95030
Jammu and Kashmir,RAJAURI,2004,Kharif,Maize,46156,118210
Jammu and Kashmir,RAJAURI,2005,Kharif,Maize,45057,103270
Jammu and Kashmir,RAJAURI,2007,Kharif,Maize,36967,98860
Jammu and Kashmir,RAJAURI,2014,Kharif,Maize,47815,72115
Jammu and Kashmir,RAMBAN,2007,Kharif,Maize,16912,19290
Jammu and Kashmir,RAMBAN,2014,Kharif,Maize,18022,12941
Jammu and Kashmir,REASI,2007,Kharif,Maize,23540,42640
Jammu and Kashmir,REASI,2014,Kharif,Maize,21750,17437
Jammu and Kashmir,SAMBA,2007,Kharif,Maize,3219,5010
Jammu and Kashmir,SAMBA,2014,Kharif,Maize,4009,4259
Jammu and Kashmir,SHOPIAN,2007,Kharif,Maize,1479,1360
Jammu and Kashmir,SRINAGAR,1997,Kharif,Maize,5344,6500
Jammu and Kashmir,SRINAGAR,1999,Kharif,Maize,5170,2240
Jammu and Kashmir,SRINAGAR,2000,Kharif,Maize,4701,4660
Jammu and Kashmir,SRINAGAR,2001,Kharif,Maize,4701,5770
Jammu and Kashmir,SRINAGAR,2002,Kharif,Maize,4803,6990
Jammu and Kashmir,SRINAGAR,2003,Kharif,Maize,4985,5320
Jammu and Kashmir,SRINAGAR,2004,Kharif,Maize,5003,6460
Jammu and Kashmir,SRINAGAR,2005,Kharif,Maize,5003,5110
Jammu and Kashmir,SRINAGAR,2007,Kharif,Maize,116,130
Jammu and Kashmir,SRINAGAR,2014,Kharif,Maize,752,782
Jammu and Kashmir,UDHAMPUR,1997,Kharif,Maize,55575,91100
Jammu and Kashmir,UDHAMPUR,1999,Kharif,Maize,56454,124240
Jammu and Kashmir,UDHAMPUR,2000,Kharif,Maize,57705,100760
Jammu and Kashmir,UDHAMPUR,2001,Kharif,Maize,58837,116170
Jammu and Kashmir,UDHAMPUR,2002,Kharif,Maize,60336,97220
Jammu and Kashmir,UDHAMPUR,2003,Kharif,Maize,60324,106390
Jammu and Kashmir,UDHAMPUR,2004,Kharif,Maize,58750,104690
Jammu and Kashmir,UDHAMPUR,2005,Kharif,Maize,54484,71330
Jammu and Kashmir,UDHAMPUR,2007,Kharif,Maize,36188,65540
Jammu and Kashmir,UDHAMPUR,2014,Kharif,Maize,33715,55768
Jharkhand,BOKARO,2002,Autumn,Maize,1589.28,2223.4
Jharkhand,BOKARO,2003,Autumn,Maize,1589.92,1901.54
Jharkhand,BOKARO,2004,Autumn,Maize,2070.85,2563.71
Jharkhand,BOKARO,2005,Autumn,Maize,1675.32,934.83
Jharkhand,BOKARO,2006,Autumn,Maize,2982.76,2860
Jharkhand,BOKARO,2007,Autumn,Maize,4049.62,526
Jharkhand,CHATRA,2002,Autumn,Maize,4679.7,6766.85
Jharkhand,CHATRA,2003,Autumn,Maize,5152.56,9212.78
Jharkhand,CHATRA,2004,Autumn,Maize,4757.81,6427.8
Jharkhand,CHATRA,2005,Autumn,Maize,3619.21,4893.17
Jharkhand,CHATRA,2006,Autumn,Maize,5194.4,8046
Jharkhand,CHATRA,2007,Autumn,Maize,4235.15,5400
Jharkhand,DEOGHAR,2002,Autumn,Maize,2778.16,3011.53
Jharkhand,DEOGHAR,2003,Autumn,Maize,3156.77,4299.52
Jharkhand,DEOGHAR,2004,Autumn,Maize,2478.72,3497.72
Jharkhand,DEOGHAR,2005,Autumn,Maize,2530.1,1634.44
Jharkhand,DEOGHAR,2006,Autumn,Maize,2484.2,4159
Jharkhand,DEOGHAR,2007,Autumn,Maize,2283.23,2653
Jharkhand,DHANBAD,2002,Autumn,Maize,1353.91,1150.82
Jharkhand,DHANBAD,2003,Autumn,Maize,1544.38,1740.52
Jharkhand,DHANBAD,2004,Autumn,Maize,968.27,1147.39
Jharkhand,DHANBAD,2005,Autumn,Maize,663.62,875.98
Jharkhand,DHANBAD,2006,Autumn,Maize,694.59,727
Jharkhand,DHANBAD,2007,Autumn,Maize,585.72,3300
Jharkhand,DUMKA,2002,Autumn,Maize,11002.27,16503.4
Jharkhand,DUMKA,2003,Autumn,Maize,11046.54,14150.62
Jharkhand,DUMKA,2004,Autumn,Maize,11095.85,29570.04
Jharkhand,DUMKA,2005,Autumn,Maize,9110.9,11470.62
Jharkhand,DUMKA,2006,Autumn,Maize,9729.03,21189
Jharkhand,DUMKA,2007,Autumn,Maize,8925.94,13130
Jharkhand,EAST SINGHBUM,2003,Autumn,Maize,1253.32,995.14
Jharkhand,EAST SINGHBUM,2004,Autumn,Maize,590.68,759.61
Jharkhand,EAST SINGHBUM,2005,Autumn,Maize,597.98,694.85
Jharkhand,EAST SINGHBUM,2006,Autumn,Maize,621.93,1414
Jharkhand,EAST SINGHBUM,2007,Autumn,Maize,1464.56,1508
Jharkhand,GARHWA,2003,Autumn,Maize,7419.8,16813.27
Jharkhand,GARHWA,2004,Autumn,Maize,9696.73,11034.87
Jharkhand,GARHWA,2005,Autumn,Maize,8309.58,5957.97
Jharkhand,GARHWA,2006,Autumn,Maize,5971.09,11130
Jharkhand,GARHWA,2007,Autumn,Maize,6622.62,6099
Jharkhand,GIRIDIH,2002,Autumn,Maize,9656.45,8488.01
Jharkhand,GIRIDIH,2003,Autumn,Maize,6824.42,8086.94
Jharkhand,GIRIDIH,2004,Autumn,Maize,5562.32,6190.86
Jharkhand,GIRIDIH,2005,Autumn,Maize,5562.32,3904.75
Jharkhand,GIRIDIH,2006,Autumn,Maize,5922.05,5887
Jharkhand,GIRIDIH,2007,Autumn,Maize,6418.36,6470
Jharkhand,GODDA,2002,Autumn,Maize,4690.39,5398.63
Jharkhand,GODDA,2003,Autumn,Maize,4701.54,5655.95
Jharkhand,GODDA,2004,Autumn,Maize,4583.72,6220.1
Jharkhand,GODDA,2005,Autumn,Maize,6926.14,7978.91
Jharkhand,GODDA,2006,Autumn,Maize,4233.22,6976
Jharkhand,GODDA,2007,Autumn,Maize,4810.38,12671
Jharkhand,GUMLA,2002,Autumn,Maize,1936.99,2151.99
Jharkhand,GUMLA,2003,Autumn,Maize,1865.51,2760.95
Jharkhand,GUMLA,2004,Autumn,Maize,3640.53,3520.39
Jharkhand,GUMLA,2005,Autumn,Maize,1995.21,2591.78
Jharkhand,GUMLA,2006,Autumn,Maize,1942.59,3231
Jharkhand,GUMLA,2007,Autumn,Maize,2126.13,2152
Jharkhand,HAZARIBAGH,2002,Autumn,Maize,8017,7656.24
Jharkhand,HAZARIBAGH,2003,Autumn,Maize,5811,7786.74
Jharkhand,HAZARIBAGH,2004,Autumn,Maize,5526.04,8791.92
Jharkhand,HAZARIBAGH,2005,Autumn,Maize,6084.97,7119.41
Jharkhand,HAZARIBAGH,2006,Autumn,Maize,5823.36,8287
Jharkhand,HAZARIBAGH,2007,Autumn,Maize,4982.8,5900
Jharkhand,JAMTARA,2003,Autumn,Maize,2770.74,4951.31
Jharkhand,JAMTARA,2004,Autumn,Maize,2709.74,3403.43
Jharkhand,JAMTARA,2005,Autumn,Maize,2709.73,2679.93
Jharkhand,JAMTARA,2006,Autumn,Maize,2371.91,3640
Jharkhand,JAMTARA,2007,Autumn,Maize,2206.13,2656
Jharkhand,KODERMA,2003,Autumn,Maize,476.37,537.35
Jharkhand,KODERMA,2004,Autumn,Maize,670.23,831.75
Jharkhand,KODERMA,2005,Autumn,Maize,680.74,701.16
Jharkhand,KODERMA,2006,Autumn,Maize,857.67,1287
Jharkhand,KODERMA,2007,Autumn,Maize,944.81,954
Jharkhand,LATEHAR,2003,Autumn,Maize,10365.92,22317.83
Jharkhand,LATEHAR,2004,Autumn,Maize,10704.44,16666.81
Jharkhand,LATEHAR,2005,Autumn,Maize,6573.28,9123.71
Jharkhand,LATEHAR,2006,Autumn,Maize,6369.21,8274
Jharkhand,LATEHAR,2007,Autumn,Maize,6918.96,7632
Jharkhand,LOHARDAGA,2003,Autumn,Maize,1793.8,2760.66
Jharkhand,LOHARDAGA,2004,Autumn,Maize,1947.89,2360.84
Jharkhand,LOHARDAGA,2005,Autumn,Maize,1947.89,2280.98
Jharkhand,LOHARDAGA,2006,Autumn,Maize,1838.99,2014
Jharkhand,LOHARDAGA,2007,Autumn,Maize,2001.44,3040
Jharkhand,PAKUR,2002,Autumn,Maize,2730.54,4912.24
Jharkhand,PAKUR,2003,Autumn,Maize,1423.19,1306.49
Jharkhand,PAKUR,2004,Autumn,Maize,2468.48,3011.54
Jharkhand,PAKUR,2005,Autumn,Maize,2459.7,2115.34
Jharkhand,PAKUR,2006,Autumn,Maize,2350.61,2348
Jharkhand,PAKUR,2007,Autumn,Maize,2865.34,3963
Jharkhand,PALAMU,2002,Autumn,Maize,9659.7,11127.97
Jharkhand,PALAMU,2003,Autumn,Maize,11685.65,15612.03
Jharkhand,PALAMU,2004,Autumn,Maize,10196.22,10430.73
Jharkhand,PALAMU,2005,Autumn,Maize,6803.86,5830.91
Jharkhand,PALAMU,2006,Autumn,Maize,8245.48,14297
Jharkhand,PALAMU,2007,Autumn,Maize,8259.53,8565
Jharkhand,RANCHI,2002,Autumn,Maize,3453.05,3895.04
Jharkhand,RANCHI,2003,Autumn,Maize,3572,5643.78
Jharkhand,RANCHI,2004,Autumn,Maize,3521.05,4070.33
Jharkhand,RANCHI,2005,Autumn,Maize,2850.67,2996.05
Jharkhand,RANCHI,2006,Autumn,Maize,3689.43,5553
Jharkhand,RANCHI,2007,Autumn,Maize,3191.89,3964
Jharkhand,SAHEBGANJ,2002,Autumn,Maize,12.2,19.11
Jharkhand,SAHEBGANJ,2003,Autumn,Maize,2154.46,3675.51
Jharkhand,SAHEBGANJ,2004,Autumn,Maize,1872.32,3188.56
Jharkhand,SAHEBGANJ,2005,Autumn,Maize,1178.42,1159.57
Jharkhand,SAHEBGANJ,2006,Autumn,Maize,1701.03,1465
Jharkhand,SAHEBGANJ,2007,Autumn,Maize,1548.8,1120
Jharkhand,SARAIKELA KHARSAWAN,2003,Autumn,Maize,3251.07,4356.43
Jharkhand,SARAIKELA KHARSAWAN,2004,Autumn,Maize,922.92,1414.83
Jharkhand,SARAIKELA KHARSAWAN,2005,Autumn,Maize,726.12,608.49
Jharkhand,SARAIKELA KHARSAWAN,2006,Autumn,Maize,842.88,1423
Jharkhand,SARAIKELA KHARSAWAN,2007,Autumn,Maize,790.32,955
Jharkhand,SIMDEGA,2003,Autumn,Maize,590.45,577.46
Jharkhand,SIMDEGA,2004,Autumn,Maize,4781.13,6545.36
Jharkhand,SIMDEGA,2005,Autumn,Maize,447,651.73
Jharkhand,SIMDEGA,2006,Autumn,Maize,416.57,767
Jharkhand,SIMDEGA,2007,Autumn,Maize,488.44,614
Jharkhand,WEST SINGHBHUM,2002,Autumn,Maize,1220.69,1004.62
Jharkhand,WEST SINGHBHUM,2003,Autumn,Maize,1142.5,1227.05
Jharkhand,WEST SINGHBHUM,2004,Autumn,Maize,1270.21,1931.98
Jharkhand,WEST SINGHBHUM,2005,Autumn,Maize,1301.6,1205.28
Jharkhand,WEST SINGHBHUM,2006,Autumn,Maize,1429.78,1055
Jharkhand,WEST SINGHBHUM,2007,Autumn,Maize,607.14,579
Karnataka,BAGALKOT,1998,Kharif,Maize,30630,92831
Karnataka,BAGALKOT,1998,Rabi,Maize,10520,24026
Karnataka,BAGALKOT,1998,Summer,Maize,2252,5016
Karnataka,BAGALKOT,1999,Kharif,Maize,30462,101371
Karnataka,BAGALKOT,1999,Rabi,Maize,15401,41391
Karnataka,BAGALKOT,1999,Summer,Maize,416,760
Karnataka,BAGALKOT,2000,Kharif,Maize,31263,99110
Karnataka,BAGALKOT,2000,Rabi,Maize,17492,47659
Karnataka,BAGALKOT,2000,Summer,Maize,3129,8799
Karnataka,BAGALKOT,2001,Kharif,Maize,21340,66431
Karnataka,BAGALKOT,2001,Rabi,Maize,15597,43755
Karnataka,BAGALKOT,2001,Summer,Maize,1396,4066
Karnataka,BAGALKOT,2002,Kharif,Maize,20026,60945
Karnataka,BAGALKOT,2002,Rabi,Maize,9197,31585
Karnataka,BAGALKOT,2002,Summer,Maize,1233,4217
Karnataka,BAGALKOT,2003,Kharif,Maize,14493,52889
Karnataka,BAGALKOT,2003,Rabi,Maize,11898,32576
Karnataka,BAGALKOT,2003,Summer,Maize,1515,3310
Karnataka,BAGALKOT,2004,Kharif,Maize,37419,130280
Karnataka,BAGALKOT,2004,Rabi,Maize,12094,42223
Karnataka,BAGALKOT,2004,Summer,Maize,1509,5691
Karnataka,BAGALKOT,2005,Kharif,Maize,38948,153176
Karnataka,BAGALKOT,2005,Rabi,Maize,14743,61920
Karnataka,BAGALKOT,2005,Summer,Maize,1723,7038
Karnataka,BAGALKOT,2006,Kharif,Maize,36326,137679
Karnataka,BAGALKOT,2006,Rabi,Maize,12637,44443
Karnataka,BAGALKOT,2006,Summer,Maize,2128,6625
Karnataka,BAGALKOT,2007,Kharif,Maize,49303,194845
Karnataka,BAGALKOT,2007,Rabi,Maize,16147,67418
Karnataka,BAGALKOT,2007,Summer,Maize,1735,7618
Karnataka,BAGALKOT,2008,Kharif,Maize,44405,160977
Karnataka,BAGALKOT,2008,Rabi,Maize,20427,73062
Karnataka,BAGALKOT,2008,Summer,Maize,2834,9192
Karnataka,BAGALKOT,2009,Kharif,Maize,59425,124102
Karnataka,BAGALKOT,2009,Rabi,Maize,20192,63865
Karnataka,BAGALKOT,2009,Summer,Maize,2413,9552
Karnataka,BAGALKOT,2010,Kharif,Maize,60240,242030
Karnataka,BAGALKOT,2010,Rabi,Maize,24819,64462
Karnataka,BAGALKOT,2010,Summer,Maize,2961,9446
Karnataka,BAGALKOT,2011,Kharif,Maize,55883,197044
Karnataka,BAGALKOT,2011,Rabi,Maize,24019,74159
Karnataka,BAGALKOT,2011,Summer,Maize,2395,8680
Karnataka,BAGALKOT,2012,Kharif,Maize,41945,106154
Karnataka,BAGALKOT,2012,Rabi,Maize,24328,63025
Karnataka,BAGALKOT,2012,Summer,Maize,2192,8432
Karnataka,BAGALKOT,2013,Kharif,Maize,51814,183308
Karnataka,BAGALKOT,2013,Rabi,Maize,20503,67647
Karnataka,BAGALKOT,2013,Summer,Maize,2825,8384
Karnataka,BAGALKOT,2014,Kharif,Maize,44472,166543
Karnataka,BAGALKOT,2014,Rabi,Maize,20789,81388
Karnataka,BAGALKOT,2014,Summer,Maize,2820,9746
Karnataka,BANGALORE RURAL,1998,Kharif,Maize,4870,15072
Karnataka,BANGALORE RURAL,1998,Rabi,Maize,68,139
Karnataka,BANGALORE RURAL,1998,Summer,Maize,430,978
Karnataka,BANGALORE RURAL,1999,Kharif,Maize,5099,15076
Karnataka,BANGALORE RURAL,1999,Rabi,Maize,61,149
Karnataka,BANGALORE RURAL,1999,Summer,Maize,193,353
Karnataka,BANGALORE RURAL,2000,Kharif,Maize,4941,15845
Karnataka,BANGALORE RURAL,2000,Rabi,Maize,21,53
Karnataka,BANGALORE RURAL,2000,Summer,Maize,283,796
Karnataka,BANGALORE RURAL,2001,Kharif,Maize,5658,23718
Karnataka,BANGALORE RURAL,2001,Rabi,Maize,37,91
